name,top_keywords,x,y,discipline_en,discipline_sp
"Caletti Garciadiego, Bárbara","lué, riega, rioplatense, episcopal, historia, historiography, temporoespacial",-0.036853388,8.564686,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calfa, Gaston Diego","mecp2, fear, memory, bdnf, hippocampal, neurons, dh",-1.5518337,0.6461912,Cell Biology & Oncology,Biología celular
"Calfayan, Laura Mariel","exotic, locust, woodlots, honey, bafc, woodlot, cbs",5.2795916,2.7099953,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calí, Ana Lucía","games, juegos, cycles, solución, equilibrados, transferibles, utilidades",-5.4192,2.6979008,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calianno, Martin Helene J","jessour, water, jesr, patagonia, shearing, engorde, drier",3.75536,3.6541688,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caliari Saurat, M","ps, suelos, supresión, salta, tabacaleros, rhizoctonia, solani",2.9400773,0.5140625,Agronomy & Plant Sciences,Botánica y agronomía
"Calienni, Maria Natalia","agnp, aloe, vdg, drug, agnps, udl, vpa",-2.7369735,-0.47526145,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Califa, Juan Sebastián","1976, 1966, estudiantil, student, movimiento, university, 1973",-0.80687076,7.555014,Social Sciences & Humanities,Ciencias sociales y humanidades
"Califa, Martín Iván","lenguas, eap, mocoví, mocovi, gramatical, léxico, thl",-2.2648356,7.3301663,Social Sciences & Humanities,Ciencias sociales y humanidades
"Califano, Alicia Noemi","bnc, emulsions, fat, gluten, rheological, oil, nacl",1.1380345,1.1527511,Agronomy & Plant Sciences,Botánica y agronomía
"Califano, Bernadette","políticas, comunicación, policy, communication, comunicação, política, públicas",-0.43267846,7.562709,Social Sciences & Humanities,Ciencias sociales y humanidades
"Califano, Inés","niftp, patients, papillary, thyroid, v600e, papilar, braf",-1.2993416,1.5753549,Cell Biology & Oncology,Biología celular
"Califano, Laura","puneños, jujeña, mercantilización, producción, explotaciones, puna, 209",0.91690725,6.15117,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caligaris, Gastón","capital, marxiana, crítica, economía, agraria, política, debate",0.089251205,6.6527815,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caligiore Gei, Pablo Fernando","fbr, walnut, onion, pcc, p0, ban, bulbs",3.25311,0.9177481,Agronomy & Plant Sciences,Botánica y agronomía
"Caligiuri, Lorena Gisel","ck2, extract, cigb, mate, yerba, blueberry, longipalpis",-0.6311717,-1.5998747,Cell Biology & Oncology,Biología celular
"Caliri Barchiesi, Martina Noel","canine, hemangiosarcoma, mitomycin, chromosomal, metaphases, tumores, neoplasias",0.6145427,2.112328,Agronomy & Plant Sciences,Botánica y agronomía
"Calisaya, Alfredo Dionicio","lillo, aprendizaje, miguel, colaborativo, peñas, chicas, tucumán",2.7555635,7.6988816,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calise, Santiago Gabriel","luhmann, theory, jezika, je, teoría, niklas, schelsky",-1.3298358,8.523617,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caliusco, Maria Laura","ontology, semantic, ontologies, learning, domain, business, web",-4.3594904,3.3999007,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Caliva, Jorge Martín","quail, aggressive, photocastrated, robot, birds, broiler, thymol",5.2001114,3.0602617,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Callá, Sofía Luz","mussel, nmpa, bb, talud, namuncurá, burdwood, rocky",4.899144,4.450561,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calle Espinosa, Yhelin Cristina","pobreza, poverty, exclusão, piachaud, burchardt, exclusión, colombia",-0.08131525,6.3762507,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calle Montoro, Claudia","cov, sars, abatacept, rituximab, ra, bbibp, corv",-0.5286014,2.4935153,Cell Biology & Oncology,Biología celular
"Callegari, Adriana Beatriz María","rioja, chañarmuyo, famatina, arqueológicos, recursos, geoglifos, geoglyphs",2.9325912,7.88934,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calleja, Nicolás Gustavo","aversiva, neutra, arenarum, aversivo, rhinella, cardiovascular, anticipatoria",5.3001275,2.8900797,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Callejas, Santiago Saul","semen, congelado, iatf, disp, pso, día, pajuelas",0.3024535,1.888004,Cell Biology & Oncology,Biología celular
"Callero, Mariana Alejandra","epo, ahr, cells, ptp1b, afp, 464, n4",-1.129516,-1.7834644,Cell Biology & Oncology,Biología celular
"Calles, Javier Adrián","polysaccharide, polymers, hialurónico, biomaterials, ocular, ncs, medical",-2.7455482,-0.39540216,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Callicó Fortunato, Roberta Glenda","otolith, liza, mugil, otoliths, cephalus, saccular, microchemistry",5.2600846,4.066765,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calligaris, Silvana Debora","microcephaly, encephalopathy, eed, scn2a, scn1a, dravet, encefalopatía",-1.632034,3.0700512,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calliope, Sonia Rosario","pva, starch, papas, potatoes, andean, content, genotypes",1.4323922,1.1821879,Agronomy & Plant Sciences,Botánica y agronomía
"Calloni, Rodrigo Daniel","gracilis, euglena, enzyme, egrgh64, udp, paramylon, 1p",1.0625277,-0.2784675,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calo, Cristina Marilin","microtomography, formative, microct, anthracological, isotopic, archaeobotanical, 2d",3.273287,7.4882355,Social Sciences & Humanities,Ciencias sociales y humanidades
"Caló, Gonzalo Federico","tauri, synechococcus, cov, sars, wastewater, week, oceans",5.207603,3.9155347,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calo, Guillermina","trophoblast, vip, pregnancy, ttg, gingivalis, cells, neutrophil",-0.051278483,0.5670829,Cell Biology & Oncology,Biología celular
"Calomarde, Emiliano Andrés","web, news, mar, cacerolazos, plata, policial, police",-0.35281426,7.83793,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calomino, Eva Amanda","rock, rupestre, art, ghaba, rinconada, cueva, indio",2.616627,7.995866,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calomino, Ismael Maria","algebras, heyting, distributive, nearlattices, galois, kalman, lattices",-6.1281695,3.0662608,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calori, Andrea Virginia","gnss, sirgas, hail, tropospheric, jmr, zwd, network",3.4129436,5.434111,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Caltana, Laura Romina","cb1r, acea, mice, cb2r, etoh, am251, neuronal",-1.4705212,0.4146958,Cell Biology & Oncology,Biología celular
"Caluva, Emanuel","hives, brood, neps, temperature, colonies, hive, internal",5.5529547,0.9565795,Agronomy & Plant Sciences,Botánica y agronomía
"Calvagno, Juan Martín","gondwana, permian, tunas, basin, carboniferous, paleozoic, devonian",5.5186586,6.368365,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvelo, Alfredo","lecitinas, girasol, gomas, dii, dough, flours, fosfolipidos",1.2225958,1.1492858,Agronomy & Plant Sciences,Botánica y agronomía
"Calvente, Viviana","cinerea, enterochelin, radicincitans, kosakonia, botrytis, mycelial, siderophore",2.7844732,0.9083385,Agronomy & Plant Sciences,Botánica y agronomía
"Calvente, Viviana Edith","radicincitans, expansum, patulina, penicillium, laurentii, acb, días",2.5920303,0.7922421,Agronomy & Plant Sciences,Botánica y agronomía
"Calvento, Mariana","internacional, subnational, subnacional, international, subnacionales, gobiernos, internacionalización",0.27380598,7.1154747,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvi, Carolina Maria Rosa","groundwater, slba, ballenera, slbb, manantiales, fluoride, 18o",3.4268486,4.5762568,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvimonte, Helena","zeamais, eo, verticillata, citriodora, repellent, molinos, ae",2.5777726,0.6729519,Agronomy & Plant Sciences,Botánica y agronomía
"Calvinho, Luis F","rg1, msmc, psicrótrofos, quarters, milking, mammary, psychrotrophic",1.9497858,-0.75380373,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calvinho, Luis Fernando","aureus, quarters, mastitis, imi, intramammary, staphylococcus, mammary",1.9155968,-0.84047025,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calviño, Amalia Mirta","mate, sss, yerbas, mt, yerba, erva, infusões",1.5577672,1.3756106,Agronomy & Plant Sciences,Botánica y agronomía
"Calviño, Ana Alejandra","species, forest, flowers, polinizadores, plant, polinización, gynoecium",4.8761606,2.1729612,Agronomy & Plant Sciences,Botánica y agronomía
"Calviño, Carolina Isabel","azorelloideae, azorella, apiaceae, mulinum, species, laretia, chuquiraga",4.845639,1.7458324,Agronomy & Plant Sciences,Botánica y agronomía
"Calviño, Maria Ana","stec, endobain, suh, hus, ouabain, phosphoinositide, roedores",2.069991,-1.3789005,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calviño, Pablo","austrolebias, varzeae, patriciae, dissensus, bermejo, species, astyanax",5.9660444,3.4995568,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calviño, Pablo Antonio","maize, soybean, yield, crop, intercrop, aonav, micracanthus",3.7450712,2.1367395,Agronomy & Plant Sciences,Botánica y agronomía
"Calvo Garbarino, Noelia Belén","bilingüismo, bilingualism, translation, neurocognitive, self, cognitive, interpreting",-2.6257515,4.150972,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Calvo Marcilese, María Lydia Valentina","huxleyi, buccella, paleontología, coccolithophore, continental, tecnicatura, cocolitofóridos",5.608925,5.4923477,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo Olivares, Romina Daniela","accidents, biodiesel, accident, database, incident, incidents, information",-4.312608,2.448518,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Alejandra","xps, organic, kerogen, shale, surface, hybrid, rock",-4.4060483,-0.62763196,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Anabel","desastres, vulnerabilidad, ivsd, índice, riesgo, naturalización, social",1.5965494,6.04218,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvo, Andrea Yamila","sequences, unclassified, phylogenetic, ov, otus, nrti, ostreococcus",2.4287133,-1.9887891,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Calvo, Carlos Fabio","grandis, eucalyptus, elliottii, hinchamiento, iram, pinus, 52184",4.264017,2.3547025,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Claudia","ligas, agrarias, chaco, correntinas, radicalización, leagues, peasantry",0.52928215,7.4882197,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvo, D","mosaicism, snca, synuclein, pd, rearrangements, copies, dbs",-1.5873907,2.2550423,Cell Biology & Oncology,Biología celular
"Calvo, Daniel","glyphosate, elegans, caenorhabditis, water, toxicological, nematode, quality",2.7666512,3.1360168,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Daniel Juan","gaba, receptors, gabaaρ1, gabaa, gabaarho1, receptores, ascorbic",-1.4441102,0.05223666,Cell Biology & Oncology,Biología celular
"Calvo, Daniela","stars, boötis, planets, kelt, planet, star, pattern",-7.906599,1.6677154,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Dianela Alejandra","drought, piósferas, pastoreo, piospheres, grazing, ndvi, ecosystems",3.917784,2.8588624,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Ernesto Julio","osmium, electrolyte, redox, li, lithium, poly, lbl",-4.8965454,-0.49309617,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Florencia Nora","lope, vega, filomena, numancia, andrómeda, dorotea, cervantes",-0.6148886,9.197608,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvo, Franco Emmanuel","walnut, t100, irrigation, t50, t75, swp, water",3.4708,2.0174067,Agronomy & Plant Sciences,Botánica y agronomía
"Calvo, Gabriela","forelle, scald, hail, antigranizo, fruit, pears, pear",2.7315195,1.6971852,Agronomy & Plant Sciences,Botánica y agronomía
"Calvo, Gustavo Hernán","pdt, tapp, ptn, photodynamic, ala, cells, hb4a",-2.6832032,-1.6124521,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Hernan Laureano","quantum, graphene, floquet, topological, states, laser, intrachain",-5.838114,1.2011802,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Jorge","gonads, notosuchus, liver, muscle, antarctic, gills, content",5.2925673,4.121079,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Jorge Orlando","cretaceous, sichuanosuchus, rinconsaurus, caudamirus, pecheni, cretácico, gondwana",6.754282,4.813834,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Juan Carlos","cms, adipocytes, hatt, decondensation, adipose, leptin, hatn",-0.8443754,-0.61482793,Cell Biology & Oncology,Biología celular
"Calvo, Juan Pablo","nadph, sod, hypertension, hf, ic, ros, sph",-0.47768465,0.1853248,Cell Biology & Oncology,Biología celular
"Calvo, Karina Lucrecia","calr, mpl, hammersmith, jak2v617f, hemoglobin, jak2, hemoglobina",-1.1907986,1.7877862,Cell Biology & Oncology,Biología celular
"Calvo, Lucrecia","decondensation, descondensación, sperm, espermatozoides, heparin, sulfato, dermatán",-0.24292308,1.6745573,Cell Biology & Oncology,Biología celular
"Calvo, Manuela Belén","metal, música, aguante, music, heavy, iorio, almafuerte",-0.041793063,8.611214,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvo, María Lucía","edificio, solar, envolventes, lux, ecotect, simulación, faud",1.4616952,4.9721203,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvo, Mariangeles","social, apuestas, estágios, serviço, pesquisa, formação, investigativa",-0.5990908,7.0540624,Social Sciences & Humanities,Ciencias sociales y humanidades
"Calvo, Natalia Graciela","pthrp, cells, crc, inl1, pth, caco, sparc",-0.96663237,-1.6467891,Cell Biology & Oncology,Biología celular
"Calvo, Natalia Lorena","tioconazole, chemometrics, drug, pharmaceutical, alb, solid, films",-3.2780852,-1.0393666,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Natalia Soledad","astaxanthin, jiii, prs50, j1g, quadricarinatus, oil, starvation",3.3595424,3.5105703,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Nestor Alberto","mesh, hexahedral, sastrei, meshless, node, polyhedra, delaunay",-4.8412976,1.4934782,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Paula","apple, wild, comercio, exterior, acumulación, genetic, hillsides",4.503488,2.3087976,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Rafael","epr, magnetic, copper, exchange, dinuclear, cuii, crystal",-3.8709784,-1.447576,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calvo, Rodrigo","antiñir, jabón, valcheta, atelognathus, frog, famatinae, species",5.8932242,3.1493595,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Sebastián","bay, hound, monachus, fishing, monk, myiopsitta, schmitti",5.3941693,3.8166168,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Calvo, Walter Andrés","slag, amc, refractarios, corrosión, bricks, steelmaking, ladle",-4.6659884,0.44977298,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Calzadilla, Pablo Ignacio","lotus, stress, corniculatus, ecotypes, japonicus, tolerance, tenuis",3.1846216,0.97534275,Agronomy & Plant Sciences,Botánica y agronomía
"Calzado, Mercedes Celina","inseguridad, policial, da, crime, policiales, urbana, seguridad",-0.42566267,7.6694465,Social Sciences & Humanities,Ciencias sociales y humanidades
